Name,Developer,Version,Loader,Enabled,FileName,Path
Shut Up GL Error,Jamalam,2.0.0+1.21.1,NeoForge,true,shut_up_gl_error-neoforge-2.0.0+1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\shut_up_gl_error-neoforge-2.0.0+1.21.1.jar
3d-Skin-Layers,tr7zw,1.11.2,"NeoForge, Forge",true,skinlayers3d-neoforge-1.11.2-mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\skinlayers3d-neoforge-1.11.2-mc1.21.1.jar
Create Slice & Dice,possible_triangle,4.3.2,NeoForge,true,sliceanddice-neoforge-4.3.2.jar,C:\Users\Lucky56\github\modpacks\mods\sliceanddice-neoforge-4.3.2.jar
Smarter Farmers,MehVahdJukaar,1.21-2.2.4,NeoForge,true,smarterfarmers-1.21-2.2.4-neoforge...jar,C:\Users\Lucky56\github\modpacks\mods\smarterfarmers-1.21-2.2.4-neoforge...jar
Smooth Boot,1Influence,1.0.0,NeoForge,true,SmoothBoot-NeoForge+1.21-1.0.0...jar,C:\Users\Lucky56\github\modpacks\mods\SmoothBoot-NeoForge+1.21-1.0.0...jar
Smoothchunk mod,Someaddon,4.1,NeoForge,true,smoothchunk-1.21-4.1.jar,C:\Users\Lucky56\github\modpacks\mods\smoothchunk-1.21-4.1.jar
Snow! Real Magic!,Snownee,12.2.2+neoforge,NeoForge,true,SnowRealMagic-1.21.1-NeoForge-12.2.2.jar,C:\Users\Lucky56\github\modpacks\mods\SnowRealMagic-1.21.1-NeoForge-12.2.2.jar
Snuffles,"SchnappDragon, Edmord17",1.1.2,NeoForge,true,snuffles-1.1.2...jar,C:\Users\Lucky56\github\modpacks\mods\snuffles-1.1.2...jar
Sodium Extra,FlashyReese,0.9.1+mc1.21.1,NeoForge,true,sodium-extra-neoforge-0.9.1+mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\sodium-extra-neoforge-0.9.1+mc1.21.1.jar
Sodium,"JellySquid (jellysquid3), IMS212",0.8.12-beta.2+mc1.21.1,NeoForge,true,sodium-neoforge-0.8.12-beta.2+mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\sodium-neoforge-0.8.12-beta.2+mc1.21.1.jar
Some Assembly Required,Wouter,5.2.8,NeoForge,true,someassemblyrequired-5.2.8...jar,C:\Users\Lucky56\github\modpacks\mods\someassemblyrequired-5.2.8...jar
Sooty Chimneys,mortuusars,1.3.5,NeoForge,true,sootychimneys-neoforge-1.3.5.jar,C:\Users\Lucky56\github\modpacks\mods\sootychimneys-neoforge-1.3.5.jar
Soul Fire'd,"Crystal Spider, Moonstone Webber, Noir",6.1.0,NeoForge,true,soul-fire-d-neoforge-1.21-6.1.0...jar,C:\Users\Lucky56\github\modpacks\mods\soul-fire-d-neoforge-1.21-6.1.0...jar
Soul Candles,Agente_511,1.2.1+mc1.21,Fabric,true,SoulCandles-1.2.1+mc1.21...jar,C:\Users\Lucky56\github\modpacks\mods\SoulCandles-1.2.1+mc1.21...jar
Sounds,"IMB11, cassiancc",2.4.22+lts,NeoForge,true,sounds-2.4.22+lts+1.21.1-neoforge...jar,C:\Users\Lucky56\github\modpacks\mods\sounds-2.4.22+lts+1.21.1-neoforge...jar
Sound Physics Perfected,RedLife,1.17.3,NeoForge,true,sound_physics_perfected-1.17.3+1.21.1-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\sound_physics_perfected-1.17.3+1.21.1-neoforge.jar
spark,Luck,1.10.124,NeoForge,true,spark-1.10.124-neoforge...jar,C:\Users\Lucky56\github\modpacks\mods\spark-1.10.124-neoforge...jar
Backported Spears,N0t_UN_Owen/NotUnaNancyOwen,1.8.0,NeoForge,true,spear-backport-neoforge-1.8.0-1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\spear-backport-neoforge-1.8.0-1.21.1...jar
Spelunkery,"Ordana, Keybounce, eldabys",1.21.1-0.4.3,NeoForge,true,spelunkery-1.21.1-0.4.3-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\spelunkery-1.21.1-0.4.3-neoforge.jar
Spice of Life Berry,mistrberry,0.8.203,NeoForge,true,spice_of_life_berry-0.8.203.jar,C:\Users\Lucky56\github\modpacks\mods\spice_of_life_berry-0.8.203.jar
Spyglass Improvements,juancarloscp52 (Im_JC),1.5.7,NeoForge,true,spyglass_improvements-1.5.7+mc1.21+neoforge...jar,C:\Users\Lucky56\github\modpacks\mods\spyglass_improvements-1.5.7+mc1.21+neoforge...jar
Stalker Creepers,AtomicStryker,1.21.1.1NF,NeoForge,true,stalkercreepers-1.21.1.1NF.jar,C:\Users\Lucky56\github\modpacks\mods\stalkercreepers-1.21.1.1NF.jar
Starcatcher,-,2.3.17-NEOFORGE-1.21.1,NeoForge,true,starcatcher-2.3.17-NEOFORGE-1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\starcatcher-2.3.17-NEOFORGE-1.21.1.jar
Starcatcher's Delight,wdiscute,0.2-ALPHA-NEOFORGE-1.21.1,NeoForge,true,starcatcher_delight-0.2-ALPHA-NEOFORGE-1.21.1...jar,C:\Users\Lucky56\github\modpacks\mods\starcatcher_delight-0.2-ALPHA-NEOFORGE-1.21.1...jar
Status Effect Bars,Leclowndu93150,1.0.2,NeoForge,true,statuseffectbars-1.21.1-NeoForge-1.0.2...jar,C:\Users\Lucky56\github\modpacks\mods\statuseffectbars-1.21.1-NeoForge-1.0.2...jar
Stone Zone,"Xel'Bayria, MehVahdJukaar",1.21-2.11.16,NeoForge,false,stonezone-1.21-2.11.16-neoforge.jar.disabled,C:\Users\Lucky56\github\modpacks\mods\stonezone-1.21-2.11.16-neoforge.jar.disabled
Structory,Stardust Labs,1.3.16,"NeoForge, Forge, Fabric, Quilt",true,Structory_26.1_v1.3.16...jar,C:\Users\Lucky56\github\modpacks\mods\Structory_26.1_v1.3.16...jar
Structory: Towers,Stardust Labs,1.0.16,"NeoForge, Forge, Fabric, Quilt",true,Structory_Towers_26.1_v1.0.16...jar,C:\Users\Lucky56\github\modpacks\mods\Structory_Towers_26.1_v1.0.16...jar
Structure Layout Optimizer,TelepathicGrunt,1.0.12,NeoForge,true,structure_layout_optimizer-neoforge-1.0.12...jar,C:\Users\Lucky56\github\modpacks\mods\structure_layout_optimizer-neoforge-1.0.12...jar
Structurify,Faboslav,2.0.28,NeoForge,true,structurify-neoforge-2.0.28+mc1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\structurify-neoforge-2.0.28+mc1.21.1.jar
Stylish Effects,Fuzs,21.1.3,NeoForge,true,StylishEffects-v21.1.3-1.21.1-NeoForge.jar,C:\Users\Lucky56\github\modpacks\mods\StylishEffects-v21.1.3-1.21.1-NeoForge.jar
Suggestion Tweaker,VelizarBG,1.20.6-1.5.3,Fabric,true,suggestion-tweaker-1.20.6-1.5.3-fabric...jar,C:\Users\Lucky56\github\modpacks\mods\suggestion-tweaker-1.20.6-1.5.3-fabric...jar
SuperMartijn642's Config Library,SuperMartijn642,1.1.8,NeoForge,true,supermartijn642configlib-1.1.8-neoforge-mc1.21....jar,C:\Users\Lucky56\github\modpacks\mods\supermartijn642configlib-1.1.8-neoforge-mc1.21....jar
Supplementaries,"MehVahdJukaar, Plantkillable",1.21.1-3.7.4,NeoForge,true,supplementaries-neoforge-1.21.1-3.7.4.jar,C:\Users\Lucky56\github\modpacks\mods\supplementaries-neoforge-1.21.1-3.7.4.jar
Supplementaries X Not Enough Trials,Danmatisk,1.0,NeoForge,true,SupplementariesXNET-1.21-v1.0.jar,C:\Users\Lucky56\github\modpacks\mods\SupplementariesXNET-1.21-v1.0.jar
Supplementaries Squared,"MehVahdJukaar, Plantkillable",1.21-1.2.18,NeoForge,true,suppsquared-neoforge-1.21-1.2.18.jar,C:\Users\Lucky56\github\modpacks\mods\suppsquared-neoforge-1.21-1.2.18.jar
Surveyor Map Framework,"Sisby folk. Contributions by Ampflower, falkreon, jaskarth, Garden System",1.2.4+1.21,"NeoForge, Fabric",true,surveyor-1.2.4+1.21.jar,C:\Users\Lucky56\github\modpacks\mods\surveyor-1.2.4+1.21.jar
TCD Commons API,TheCSDev,3.12.7+fabric-1.21,Fabric,true,tcdcommons-3.12.7+fabric-1.21....jar,C:\Users\Lucky56\github\modpacks\mods\tcdcommons-3.12.7+fabric-1.21....jar
TerraBlender,Adubbz,4.1.0.8,NeoForge,true,TerraBlender-neoforge-1.21.1-4.1.0.8....jar,C:\Users\Lucky56\github\modpacks\mods\TerraBlender-neoforge-1.21.1-4.1.0.8....jar
Create: The Factory Must Grow,"DrMangoTea, Pepa, Luna",1.2.0,NeoForge,true,tfmg-1.2.0....jar,C:\Users\Lucky56\github\modpacks\mods\tfmg-1.2.0....jar
Thick Air,Leclowndu93150,1.1.2,NeoForge,true,thick_air-1.21.1-NeoForge-1.1.2.jar,C:\Users\Lucky56\github\modpacks\mods\thick_air-1.21.1-NeoForge-1.1.2.jar
Tide Extra Compatibility,SilentAutopsy,2.2.0,"NeoForge, Forge, Fabric, Quilt",true,tide-extra-compatibility-2.2.0....jar,C:\Users\Lucky56\github\modpacks\mods\tide-extra-compatibility-2.2.0....jar
Tide,Lightning64,2.1,"NeoForge, Forge",true,tide-neoforge-1.21.1-2.1.jar,C:\Users\Lucky56\github\modpacks\mods\tide-neoforge-1.21.1-2.1.jar
TooManyRecipeViewers,Nolij (@xdMatthewbx#1337) & the Craftoria team,0.8.1+mc.21.1,NeoForge,true,toomanyrecipeviewers-0.8.1+mc.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\toomanyrecipeviewers-0.8.1+mc.21.1.jar
Transparent,Trikzon,21.1.0,NeoForge,true,transparent-neoforge-21.1.0....jar,C:\Users\Lucky56\github\modpacks\mods\transparent-neoforge-21.1.0....jar
Tree Physics,"Farcr, KyanBirb",2.2,NeoForge,true,treephysics-neoforge-1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\treephysics-neoforge-1.21.1.jar
Trimmed,dhyces,3.0.0,NeoForge,true,trimmed-neo-1.21-3.0.0....jar,C:\Users\Lucky56\github\modpacks\mods\trimmed-neo-1.21-3.0.0....jar
The Roads More Travelled,milkucha,0.5.1-1.21.1-neoforge,NeoForge,true,trmt-0.5.1-1.21.1-neoforge.jar,C:\Users\Lucky56\github\modpacks\mods\trmt-0.5.1-1.21.1-neoforge.jar
Universal Bone Meal,Fuzs,21.1.0,NeoForge,true,UniversalBoneMeal-v21.1.0-1.21.1-NeoForge....jar,C:\Users\Lucky56\github\modpacks\mods\UniversalBoneMeal-v21.1.0-1.21.1-NeoForge....jar
Upgrade Aquatic,Team Abnormals,7.0.1,NeoForge,true,upgrade_aquatic-1.21.1-7.0.1....jar,C:\Users\Lucky56\github\modpacks\mods\upgrade_aquatic-1.21.1-7.0.1....jar
Create: Upsizing,Juyoh,1.2.0,NeoForge,true,upsizing-1.2.0.jar,C:\Users\Lucky56\github\modpacks\mods\upsizing-1.2.0.jar
VanillaBackport,BlackGear,1.1.7.10,NeoForge,true,VanillaBackport-neoforge-1.21.1-1.1.7.10.jar,C:\Users\Lucky56\github\modpacks\mods\VanillaBackport-neoforge-1.21.1-1.1.7.10.jar
Vanilla Backport X Not Enough Trials,Danmatisk,1.0,NeoForge,true,VanillaBackportXNET-1.21-v1.0.jar,C:\Users\Lucky56\github\modpacks\mods\VanillaBackportXNET-1.21-v1.0.jar
Vanilla Backport Compat,Vykket,2.1,"NeoForge, Fabric",true,vb-compat-2.1-1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\vb-compat-2.1-1.21.1.jar
VanillaBackport: Mob Variants Compat,SynergyShadow,1.4.1,"NeoForge, Forge, Fabric",true,vb-mob-variants-compat-1.4.1....jar,C:\Users\Lucky56\github\modpacks\mods\vb-mob-variants-compat-1.4.1....jar
VbIncubation,-,1.4,NeoForge,true,vbincubationcompat-1.4.jar,C:\Users\Lucky56\github\modpacks\mods\vbincubationcompat-1.4.jar
Voice Chat Interaction,Max Henkel,1.21.1-1.0.8,Fabric,true,vcinteraction-fabric-1.21.1-1.0.8....jar,C:\Users\Lucky56\github\modpacks\mods\vcinteraction-fabric-1.21.1-1.0.8....jar
Vercte's Satchels,Vercte,1.2.0,NeoForge,true,vercte-satchels-1.2.0.jar,C:\Users\Lucky56\github\modpacks\mods\vercte-satchels-1.2.0.jar
Via Romana,Rasa Novum,2.2.2+1.21.1-neoforge,NeoForge,true,via_romana-2.2.2+1.21.1-neoforge....jar,C:\Users\Lucky56\github\modpacks\mods\via_romana-2.2.2+1.21.1-neoforge....jar
ViewBoard,mx,1.2.2,NeoForge,true,viewboard-neoforge-1.21.1-1.2.2.jar,C:\Users\Lucky56\github\modpacks\mods\viewboard-neoforge-1.21.1-1.2.2.jar
Vista,"MehVahdJukaar, Plantkillable",1.21.1-5.0.3,NeoForge,true,vista-neoforge-1.21.1-5.0.3.jar,C:\Users\Lucky56\github\modpacks\mods\vista-neoforge-1.21.1-5.0.3.jar
Vista: All The Tapes,-,1.1.0+neoforge.mc1.21.1,NeoForge,true,vistaallthetapes - 1.2.0 - neoforge - 1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\vistaallthetapes - 1.2.0 - neoforge - 1.21.1.jar
Simple Voice Chat,Max Henkel,1.21.1-2.6.20,NeoForge,true,voicechat-neoforge-1.21.1-2.6.20.jar,C:\Users\Lucky56\github\modpacks\mods\voicechat-neoforge-1.21.1-2.6.20.jar
VTDownloader,IotaBread,2.3.1+1.21.1,Fabric,true,vt-downloader-2.3.1+1.21.1.jar,C:\Users\Lucky56\github\modpacks\mods\vt-downloader-2.3.1+1.21.1.jar
Wakes,Leclowndu93150,1.3.6,NeoForge,true,wakes-1.21.1-NeoForge-1.3.6.jar,C:\Users\Lucky56\github\modpacks\mods\wakes-1.21.1-NeoForge-1.3.6.jar
WaterFrames,SrRapero720,2.1.23,NeoForge,true,waterframes-NEOFORGE-mc1.21.1-v2.1.23.jar,C:\Users\Lucky56\github\modpacks\mods\waterframes-NEOFORGE-mc1.21.1-v2.1.23.jar
WaterMedia,"SrRapero720, Goedix",2.1.37,"NeoForge, Forge, Fabric",true,watermedia-2.1.37....jar,C:\Users\Lucky56\github\modpacks\mods\watermedia-2.1.37....jar
WaterMedia YT Plugin,SrRapero720,2.1.2,"NeoForge, Forge, Fabric",true,watermedia_youtube_plugin-2.1.2....jar,C:\Users\Lucky56\github\modpacks\mods\watermedia_youtube_plugin-2.1.2....jar
WaterVision,SrRapero720,0.1.0-alpha,NeoForge,true,watervision-NF-mc1.21.1-v0.1.0-alpha.jar,C:\Users\Lucky56\github\modpacks\mods\watervision-NF-mc1.21.1-v0.1.0-alpha.jar
What Are They Up To,Corosus,1.21.0-1.2.7,NeoForge,true,watut-neoforge-1.21.0-1.2.7....jar,C:\Users\Lucky56\github\modpacks\mods\watut-neoforge-1.21.0-1.2.7....jar
Waves,Verph,1.6,NeoForge,true,Waves-1.21.x-1.6.jar,C:\Users\Lucky56\github\modpacks\mods\Waves-1.21.x-1.6.jar
WaterMedia: Binaries,SrRapero720,3.0.0-rc.1,"NeoForge, Forge, Fabric",true,wm_binaries-3.0.0-rc.1.jar,C:\Users\Lucky56\github\modpacks\mods\wm_binaries-3.0.0-rc.1.jar
Woodworks,Team Abnormals,4.0.2,NeoForge,true,woodworks-1.21.1-4.0.2....jar,C:\Users\Lucky56\github\modpacks\mods\woodworks-1.21.1-4.0.2....jar
YetAnotherConfigLib,isXander,3.8.2+1.21.1-neoforge,NeoForge,true,yet_another_config_lib_v3-3.8.2+1.21.1-neoforge....jar,C:\Users\Lucky56\github\modpacks\mods\yet_another_config_lib_v3-3.8.2+1.21.1-neoforge....jar
YUNG's API,YUNGNICKYOUNG,1.21.1-NeoForge-5.1.6,NeoForge,true,YungsApi-1.21.1-NeoForge-5.1.6....jar,C:\Users\Lucky56\github\modpacks\mods\YungsApi-1.21.1-NeoForge-5.1.6....jar
YUNG's Better Caves,YUNGNICKYOUNG,1.21.1-NeoForge-3.1.4,NeoForge,true,YungsBetterCaves-1.21.1-NeoForge-3.1.4...jar,C:\Users\Lucky56\github\modpacks\mods\YungsBetterCaves-1.21.1-NeoForge-3.1.4...jar
YUNG's Better Desert Temples,"YUNGNICKYOUNG, Tera",1.21.1-NeoForge-4.1.5,NeoForge,true,YungsBetterDesertTemples-1.21.1-NeoForge-4.1.5....jar,C:\Users\Lucky56\github\modpacks\mods\YungsBetterDesertTemples-1.21.1-NeoForge-4.1.5....jar
YUNG's Better Dungeons,"YUNGNICKYOUNG, Acarii",1.21.1-NeoForge-5.1.4,NeoForge,true,YungsBetterDungeons-1.21.1-NeoForge-5.1.4....jar,C:\Users\Lucky56\github\modpacks\mods\YungsBetterDungeons-1.21.1-NeoForge-5.1.4....jar
YUNG's Better End Island,"YUNGNICKYOUNG, Acarii",1.21.1-NeoForge-3.1.2,NeoForge,true,YungsBetterEndIsland-1.21.1-NeoForge-3.1.2....jar,C:\Users\Lucky56\github\modpacks\mods\YungsBetterEndIsland-1.21.1-NeoForge-3.1.2....jar
YUNG's Better Jungle Temples,"YUNGNICKYOUNG, Tera",1.21.1-NeoForge-3.1.2,NeoForge,true,YungsBetterJungleTemples-1.21.1-NeoForge-3.1.2....jar,C:\Users\Lucky56\github\modpacks\mods\YungsBetterJungleTemples-1.21.1-NeoForge-3.1.2....jar
YUNG's Better Mineshafts,YUNGNICKYOUNG,1.21.1-NeoForge-5.1.1,NeoForge,true,YungsBetterMineshafts-1.21.1-NeoForge-5.1.1....jar,C:\Users\Lucky56\github\modpacks\mods\YungsBetterMineshafts-1.21.1-NeoForge-5.1.1....jar
YUNG's Better Witch Huts,"YUNGNICKYOUNG, Acarii",1.21.1-NeoForge-4.1.1,NeoForge,true,YungsBetterWitchHuts-1.21.1-NeoForge-4.1.1....jar,C:\Users\Lucky56\github\modpacks\mods\YungsBetterWitchHuts-1.21.1-NeoForge-4.1.1....jar
YUNG's Bridges,YUNGNICKYOUNG,1.21.1-NeoForge-5.1.1,NeoForge,true,YungsBridges-1.21.1-NeoForge-5.1.1....jar,C:\Users\Lucky56\github\modpacks\mods\YungsBridges-1.21.1-NeoForge-5.1.1....jar
YUNG's Cave Biomes,"YUNGNICKYOUNG, HellionGames, Sully, LudoCrypt, Jasmine, K.jpg, Neko, Frenderman, Refresh Studios",1.21.1-NeoForge-3.1.1,NeoForge,true,YungsCaveBiomes-1.21.1-NeoForge-3.1.1....jar,C:\Users\Lucky56\github\modpacks\mods\YungsCaveBiomes-1.21.1-NeoForge-3.1.1....jar
YUNG's Extras,"YUNGNICKYOUNG, Acarii",1.21.1-NeoForge-5.1.1,NeoForge,true,YungsExtras-1.21.1-NeoForge-5.1.1....jar,C:\Users\Lucky56\github\modpacks\mods\YungsExtras-1.21.1-NeoForge-5.1.1....jar
YUNG's Menu Tweaks,YUNGNICKYOUNG,1.21.1-NeoForge-2.1.2,NeoForge,true,YungsMenuTweaks-1.21.1-NeoForge-2.1.2....jar,C:\Users\Lucky56\github\modpacks\mods\YungsMenuTweaks-1.21.1-NeoForge-2.1.2....jar
Zeta,"Vazkii, quat, IThundxr, Siuol, wiresegal, MehVahdJukaar",1.1-40,NeoForge,true,Zeta-1.1-40.jar,C:\Users\Lucky56\github\modpacks\mods\Zeta-1.1-40.jar
Additional Placements,FirEmerald,3.0.1,NeoForge,true,[1.21-1.21.1 NeoForge] Additional Placements 3.0.1.jar,C:\Users\Lucky56\github\modpacks\mods\[1.21-1.21.1 NeoForge] Additional Placements 3.0.1.jar
java.io.FileWriter@27540a20
